main_topic,description_1,bill_link,bill_name,current_status,first_house_progress,second_house_progress,after_passage_progress,description_2,sponsors,requester,democrat_sponsor_count,republican_sponsor_count
COVID-19 AND CORONAVIRUS,"Child care industry, stabilizing, and expanding early childhood development programs access",https://app.leg.wa.gov/billsummary?BillNumber=5237&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5237,C 199 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding accessible, affordable child care and early childhood development programs.","Claire Wilson, Dhingra, Das, Billig, Conway, Darneille, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Nguyen, Nobles, Pedersen, Saldaña, Salomon",No Requester,16,2
COVID-19 AND CORONAVIRUS,"Child care industry, stabilizing, and expanding early childhood development programs access",https://app.leg.wa.gov/billsummary?BillNumber=5237&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5237,C 199 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding accessible, affordable child care and early childhood development programs.","Claire Wilson, Dhingra, Das, Billig, Conway, Darneille, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Nguyen, Nobles, Pedersen, Saldaña, Salomon",No Requester,16,2
COVID-19 AND CORONAVIRUS,"Child care industry, stabilizing, and expanding early childhood development programs access",https://app.leg.wa.gov/billsummary?BillNumber=5237&Year=2021&Initiative=false,Engrossed 2nd Substitute - E2SSB 5237,C 199 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding accessible, affordable child care and early childhood development programs.","Claire Wilson, Dhingra, Das, Billig, Conway, Darneille, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Nguyen, Nobles, Pedersen, Saldaña, Salomon",No Requester,16,2
COVID-19 AND CORONAVIRUS,"Child care licenses, fees for providers for, prohibiting due to impact of pandemic",https://app.leg.wa.gov/billsummary?BillNumber=5136&Year=2021&Initiative=false,Substitute - SSB 5136,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting fees for child care licenses.,"Claire Wilson, Frockt, Nguyen, Short",No Requester,3,3
COVID-19 AND CORONAVIRUS,"Child care licenses, fees for providers for, prohibiting due to impact of pandemic",https://app.leg.wa.gov/billsummary?BillNumber=5136&Year=2021&Initiative=false,Substitute - SSB 5136,SWays & Means,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting fees for child care licenses.,"Claire Wilson, Frockt, Nguyen, Short",No Requester,3,3
COVID-19 AND CORONAVIRUS,"Child care licenses, fees for providers for, prohibiting due to impact of pandemic",https://app.leg.wa.gov/billsummary?BillNumber=5151&Year=2021&Initiative=false,Substitute - SSB 5151,C 304 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning foster care and child care licensing by the department of children, youth, and families.","Claire Wilson, Das, Kuderer, Nobles, Saldaña","Department of Children, Youth, and Families",5,2
COVID-19 AND CORONAVIRUS,"Child care licenses, fees for providers for, waiving",https://app.leg.wa.gov/billsummary?BillNumber=1278&Year=2021&Initiative=false,HB 1278,"HChildren, Yout","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Suspending certain licensing requirements for child care providers.,"Dent, Eslick, Sutherland, Chandler, Jacobsen, Chase, Barkis",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Child care licenses, professional development/higher education requirements for, suspending",https://app.leg.wa.gov/billsummary?BillNumber=1278&Year=2021&Initiative=false,HB 1278,"HChildren, Yout","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Suspending certain licensing requirements for child care providers.,"Dent, Eslick, Sutherland, Chandler, Jacobsen, Chase, Barkis",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Commute trip reduction program, effectiveness of, assessing during pandemic",https://app.leg.wa.gov/billsummary?BillNumber=1528&Year=2021&Initiative=false,HB 1528,HTransportation,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Adjusting commute trip reduction policies in light of the global pandemic.,"Robertson, Barkis, Eslick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Commute trip reduction, car or van pool vehicles/plans/activities/ordinances, suspending requirements",https://app.leg.wa.gov/billsummary?BillNumber=1528&Year=2021&Initiative=false,HB 1528,HTransportation,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Adjusting commute trip reduction policies in light of the global pandemic.,"Robertson, Barkis, Eslick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Commuter ride sharing, passenger vehicles for, sales/use tax preferences, discontinuing",https://app.leg.wa.gov/billsummary?BillNumber=1528&Year=2021&Initiative=false,HB 1528,HTransportation,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Adjusting commute trip reduction policies in light of the global pandemic.,"Robertson, Barkis, Eslick",No Requester,0,3
COVID-19 AND CORONAVIRUS,"Construction contracts, clauses waiving/extinguishing rights to damages due to COVID-caused delay, voiding",https://app.leg.wa.gov/billsummary?BillNumber=5333&Year=2021&Initiative=false,Substitute - SSB 5333,SRules X,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning void and unenforceable clauses in construction contracts related to delays caused by the COVID-19 pandemic emergency proclamations.,"Holy, Linda Wilson",No Requester,1,3
COVID-19 AND CORONAVIRUS,"Construction/operations, exemption from required permitting for, when",https://app.leg.wa.gov/billsummary?BillNumber=1436&Year=2021&Initiative=false,HB 1436,HState Govt & T,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Encouraging economic recovery by reducing regulatory burdens during declared public health crises.,"Walsh, Sutherland, Graham, Young, Volz, Mosbrucker, Boehnke, Chase, Barkis, Eslick, Dent, Jacobsen, Kraft",No Requester,0,13
COVID-19 AND CORONAVIRUS,"Contact tracing or tracking programs, participation in, right to decline",https://app.leg.wa.gov/billsummary?BillNumber=1305&Year=2021&Initiative=false,HB 1305,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning the right to refuse vaccines and health-related measures.,"Kraft, Young, Sutherland, Eslick, Chase",No Requester,0,5
COVID-19 AND CORONAVIRUS,"Contact tracing or tracking programs, participation in, right to decline",https://app.leg.wa.gov/billsummary?BillNumber=1317&Year=2021&Initiative=false,HB 1317,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning an individual's right to refuse health-related measures.,"Young, Kraft, Chase, Sutherland",No Requester,0,4
COVID-19 AND CORONAVIRUS,"Contact tracing, individual's COVID-19 health data collected via digital tools and used for, protections for",https://app.leg.wa.gov/billsummary?BillNumber=1127&Year=2021&Initiative=false,2nd Substitute - 2SHB 1127,Gov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '0']","Protecting the privacy and security of COVID-19 health data collected by entities other than public health agencies, health care providers, and health care facilities.","Slatter, Boehnke, Valdez, Kloba, Graham, Macri, Pollet",No Requester,5,2
COVID-19 AND CORONAVIRUS,"Contact tracing, individual's COVID-19 health data collected via digital tools and used for, protections for",https://app.leg.wa.gov/billsummary?BillNumber=1127&Year=2021&Initiative=false,2nd Substitute - 2SHB 1127,Gov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '0']","Protecting the privacy and security of COVID-19 health data collected by entities other than public health agencies, health care providers, and health care facilities.","Slatter, Boehnke, Valdez, Kloba, Graham, Macri, Pollet",No Requester,5,2
COVID-19 AND CORONAVIRUS,"Contact tracing, individual's COVID-19 health data collected via digital tools and used for, protections for",https://app.leg.wa.gov/billsummary?BillNumber=1127&Year=2021&Initiative=false,2nd Substitute - 2SHB 1127,Gov vetoed,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '0']","Protecting the privacy and security of COVID-19 health data collected by entities other than public health agencies, health care providers, and health care facilities.","Slatter, Boehnke, Valdez, Kloba, Graham, Macri, Pollet",No Requester,5,2
COVID-19 AND CORONAVIRUS,"Contact tracing, personal information submitted to public institutions/health agencies for, disclosure exemption",https://app.leg.wa.gov/billsummary?BillNumber=5113&Year=2021&Initiative=false,SB 5113,SState Govt & E,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Making statutory changes to align with certain recent gubernatorial emergency orders to protect privacy, reduce regulatory burdens, and provide tax relief.",Fortunato,No Requester,0,1
COVID-19 AND CORONAVIRUS,"County elected officials, offices of, electronic media use/continuity of operations during public health crises",https://app.leg.wa.gov/billsummary?BillNumber=1271&Year=2021&Initiative=false,Engrossed - EHB 1271,C 122 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Ensuring continuity of operations in the offices of county elected officials during the current COVID-19 pandemic and future public health crises.,"Orwall, Goehner, Goodman, Thai, Fey, Pollet, Harris-Talley",No Requester,6,2
COVID-19 AND CORONAVIRUS,"Data, personal, detecting infectious disease symptoms and tracking contacts, WA privacy act",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,SRules 3,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Data, personal, detecting infectious disease symptoms and tracking contacts, WA privacy act",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,SRules 3,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Data, personal, detecting infectious disease symptoms and tracking contacts, WA privacy act",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,SRules 3,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Data, personal, regarding public health emergency, privacy in private and public sectors",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,SRules 3,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Data, personal, regarding public health emergency, privacy in private and public sectors",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,SRules 3,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Data, personal, regarding public health emergency, privacy in private and public sectors",https://app.leg.wa.gov/billsummary?BillNumber=5062&Year=2021&Initiative=false,2nd Substitute - 2SSB 5062,SRules 3,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the management, oversight, and use of data.","Carlyle, Nguyen, Billig, Darneille, Das, Dhingra, Holy, Hunt, Lovelett, Mullet, Pedersen, Salomon, Sheldon, Wellman, Claire Wilson",No Requester,13,3
COVID-19 AND CORONAVIRUS,"Deficit, 2021-2022 biennium, near-general fund/outlook analysis and deficit",https://app.leg.wa.gov/billsummary?BillNumber=1163&Year=2021&Initiative=false,HB 1163,HApprops,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Concerning oversight and management of the state budgeting and expenditure process.,Stokesbary,No Requester,0,1
COVID-19 AND CORONAVIRUS,"Diseases, contagious/infectious, involuntary quarantine/isolation/detention to control, prohibiting",https://app.leg.wa.gov/billsummary?BillNumber=2030&Year=2021&Initiative=false,HB 2030,HHC/Wellness,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Prohibiting the use of involuntary quarantine and isolation.,"Walsh, Klippert, Chase, Sutherland, Jacobsen, Eslick, Young",No Requester,0,7
COVID-19 AND CORONAVIRUS,"Diseases/health threats/conditions, agency-gathered personal identifying information about, disclosure exemption",https://app.leg.wa.gov/billsummary?BillNumber=1328&Year=2021&Initiative=false,HB 1328,HRules 3C,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Exempting information gathered for controlling diseases from public inspecting requirements.,"Pollet, Ryu",Department of Health,2,0
COVID-19 AND CORONAVIRUS,"Domestic violence and workplace resources, task force on, convening",https://app.leg.wa.gov/billsummary?BillNumber=1315&Year=2021&Initiative=false,HB 1315,C 43 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Creating a task force to identify the role of the workplace in helping curb domestic violence.,"Mosbrucker, Orwall, Ryu, Simmons, Leavitt, Sells, Wylie, Ortiz-Self, Davis, Valdez, Jesse Johnson, Ormsby, Rule, Lekanoff, Duerr, Goodman",No Requester,15,1
COVID-19 AND CORONAVIRUS,"Early learning and child care providers, temporary suspension of early achievers program, extending",https://app.leg.wa.gov/billsummary?BillNumber=5277&Year=2021&Initiative=false,SB 5277,SEL/K-12,"['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",Suspending the early achievers program.,Short,No Requester,0,1
COVID-19 AND CORONAVIRUS,"Education, telecommunications/broadband services in unserved areas, provided by PUDs, authority/process for",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,C 293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COVID-19 AND CORONAVIRUS,"Education, telecommunications/broadband services in unserved areas, provided by PUDs, authority/process for",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,C 293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COVID-19 AND CORONAVIRUS,"Education, telecommunications/broadband services in unserved areas, provided by PUDs/port districts",https://app.leg.wa.gov/billsummary?BillNumber=5383&Year=2021&Initiative=false,2nd Substitute - 2SSB 5383,C 293 L 21,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']",Authorizing a public utility district to provide retail telecommunications services in unserved areas under certain conditions.,"Wellman, Short, Hunt, King, Lovelett, Nguyen, Randall, Saldaña, Warnick, Claire Wilson, Linda Wilson",No Requester,7,5
COVID-19 AND CORONAVIRUS,"Emergency medical technicians, providing communicable disease collaborative care with public health agencies",https://app.leg.wa.gov/billsummary?BillNumber=1893&Year=2021&Initiative=false,Substitute - SHB 1893,C 136 L 22,"['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Allowing emergency medical technicians to provide medical evaluation, testing, and vaccines outside of an emergency in response to a public health agency request.","Donaghy, Riccelli, Leavitt, Simmons, Slatter, Tharinger, Berg, Taylor, Frame, Macri, Harris-Talley, Pollet",Department of Health,12,1
